Year,Kilometers_Driven,Owner_Type,Seats,Price,Mileage(km/kg),Engine(CC),Power(bhp),Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
2014,48000,2,5.0,5.2,17.01,1591.0,121.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2019,23882,1,5.0,11.87,17.4,1497.0,117.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2014,65000,1,5.0,6.99,26.0,1498.0,98.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011,50000,1,5.0,5.0,20.54,1598.0,103.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2014,25000,1,5.0,44.0,12.19,2967.0,236.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015,21000,1,5.0,2.79,22.74,796.0,47.3,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2012,148000,2,5.0,2.9,21.12,1248.0,88.8,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2016,68000,1,5.0,9.85,15.29,1591.0,121.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2014,52000,1,7.0,49.0,12.0,2987.0,224.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,19000,1,6.0,9.25,16.55,2498.0,105.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011,74000,2,5.0,3.75,22.32,1582.0,126.3,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2017,30279,1,5.0,7.29,26.1,1498.0,99.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2016,20000,1,4.0,23.5,20.7,1496.0,113.98,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2013,34834,1,5.0,2.6,14.0,796.0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2015,90000,2,5.0,3.1,21.03,1461.0,65.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2016,38730,1,5.0,29.98,14.21,2143.0,203.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016,57390,1,5.0,6.73,19.01,1461.0,108.45,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2016,100000,1,5.0,3.5,23.4,1248.0,74.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2011,50000,1,5.0,2.35,16.47,1198.0,73.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2017,64961,1,7.0,16.13,16.0,2179.0,140.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2014,72465,1,5.0,5.9,16.47,1198.0,74.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2012,68776,1,5.0,3.9,21.1,1197.0,85.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2012,68000,1,7.0,6.95,12.8,2494.0,102.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2015,33000,1,5.0,7.0,26.0,1498.0,98.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2017,22389,1,5.0,7.23,17.0,1198.0,73.75,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2012,90000,1,5.0,3.81,21.5,1248.0,88.8,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2012,42000,3,5.0,4.5,18.6,1197.0,85.8,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2017,38767,1,5.0,12.6,19.67,1582.0,126.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2015,21000,1,7.0,48.0,12.07,2967.0,241.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,59136,1,5.0,2.96,19.7,796.0,46.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2014,36000,1,5.0,3.25,25.8,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2011,95000,2,5.0,8.5,18.33,1968.0,167.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013,51000,1,5.0,8.75,19.5,1582.0,126.24,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2011,36411,1,5.0,3.08,18.9,998.0,67.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2017,40000,1,7.0,41.5,12.81,1999.0,148.31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016,27300,1,5.0,7.0,17.8,1497.0,117.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2011,29813,2,5.0,11.5,14.74,1991.0,181.03,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2011,71000,1,5.0,2.6,20.51,998.0,67.04,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2014,32000,1,5.0,4.3,22.32,1582.0,126.3,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2017,19234,1,7.0,8.35,17.5,1373.0,80.46,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2017,50510,1,5.0,24.9,17.06,1968.0,141.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2011,102000,1,5.0,13.75,15.06,1995.0,177.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014,42277,1,5.0,3.85,24.0,1186.0,73.97,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2014,46000,1,5.0,23.25,13.0,2143.0,201.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2015,50000,1,5.0,5.75,18.9,1197.0,82.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2008,62000,2,5.0,1.65,20.36,1197.0,78.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2012,78000,1,5.0,6.5,19.33,1968.0,138.1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2011,79000,1,5.0,7.5,17.67,1968.0,138.08,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2019,6773,1,7.0,72.94,14.75,2967.0,245.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2010,135000,2,7.0,11.0,11.5,2982.0,171.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2013,36716,1,5.0,3.02,18.9,1061.0,67.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2013,65060,1,5.0,3.32,21.1,814.0,55.2,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2013,33000,1,5.0,3.24,19.4,1198.0,86.8,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2015,11110,1,5.0,2.35,22.74,796.0,47.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2013,63000,1,7.0,5.5,15.96,2523.0,62.1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2015,27030,1,5.0,6.75,17.8,1497.0,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2015,19600,1,5.0,6.15,15.0,1598.0,103.52,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2016,27755,1,5.0,5.45,22.0,1197.0,81.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2013,20000,2,5.0,2.3,21.1,814.0,55.2,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2015,24782,1,5.0,6.21,20.85,1197.0,83.14,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2014,47303,1,5.0,5.21,19.34,1198.0,76.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2008,71000,1,7.0,11.99,8.3,4134.0,250.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2010,135000,1,5.0,3.1,17.8,1248.0,75.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2017,1000,1,5.0,7.5,13.49,2179.0,138.03,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2016,29000,1,5.0,4.0,20.14,1498.0,88.8,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2016,36367,1,5.0,7.73,17.8,1497.0,117.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2015,38000,1,5.0,7.8,17.4,1497.0,117.3,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2011,83969,1,4.0,1.3,16.1,796.0,37.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2014,82621,1,5.0,4.42,20.14,1498.0,88.8,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2009,89000,1,7.0,4.0,12.5,1991.0,147.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2016,54000,1,7.0,13.0,16.0,2179.0,140.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2015,61691,1,5.0,5.38,25.8,1498.0,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011,32200,2,5.0,3.25,17.0,1197.0,80.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2016,68630,1,5.0,3.87,20.51,998.0,67.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2014,61000,2,5.0,8.25,16.96,1968.0,138.03,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,32644,1,5.0,9.28,20.73,1373.0,91.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2012,85000,1,7.0,6.25,11.79,2179.0,120.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2008,75000,2,5.0,1.15,15.26,1150.0,74.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2016,40347,1,5.0,7.8,20.73,1373.0,91.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2012,60788,1,5.0,4.5,23.0,1396.0,90.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2018,18664,1,5.0,7.56,18.7,1199.0,88.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2017,57847,1,7.0,16.08,16.0,2179.0,140.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2012,52237,1,5.0,4.5,17.0,1197.0,80.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2012,128000,1,5.0,5.0,22.32,1582.0,126.32,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011,54000,1,5.0,2.2,19.81,1086.0,68.05,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2014,49800,1,5.0,4.0,23.1,998.0,67.04,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,98000,1,5.0,2.51,20.86,1199.0,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2015,60095,1,5.0,4.75,25.2,1248.0,74.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2008,68000,2,5.0,2.0,16.0,1086.0,66.7,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2010,81402,2,5.0,2.1,20.36,1197.0,78.9,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2013,38000,1,5.0,6.25,16.5,1499.0,110.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2011,92239,2,5.0,10.6,11.5,2987.0,210.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017,49224,1,5.0,6.0,25.2,1248.0,74.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2004,12000,2,4.0,0.45,16.1,796.0,37.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2010,54898,3,5.0,2.5,16.1,1298.0,88.2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2018,2500,1,5.0,12.75,15.29,1591.0,121.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2017,32838,1,5.0,30.29,17.05,1995.0,190.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2006,27076,1,5.0,1.6,13.8,1299.0,70.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2017,75445,1,5.0,7.54,22.7,1498.0,89.84,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2015,46601,1,5.0,6.84,20.73,1373.0,91.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2012,72000,1,5.0,6.0,18.33,1968.0,167.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2017,27000,1,5.0,8.0,27.3,1498.0,98.6,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2016,68193,1,5.0,24.74,17.11,1968.0,174.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2017,34429,1,5.0,5.5,24.0,1120.0,70.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2013,46000,1,7.0,36.0,12.0,2987.0,224.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2013,80544,1,7.0,11.79,12.99,2494.0,100.6,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2011,42000,2,5.0,3.0,16.95,1498.0,97.7,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2011,94821,2,5.0,6.75,20.0,1968.0,138.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2006,100000,1,5.0,1.4,14.49,1399.0,92.7,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2014,57000,1,7.0,5.75,24.2,1498.0,98.6,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2010,79894,1,5.0,3.4,21.1,1248.0,73.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011,44748,2,5.0,4.89,16.47,1198.0,73.9,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2013,31000,1,5.0,4.95,13.24,1598.0,102.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2013,60587,2,5.0,3.49,16.98,998.0,66.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2014,43772,1,5.0,6.35,17.0,1497.0,118.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2017,23576,1,5.0,7.08,18.9,1197.0,82.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2017,4000,1,5.0,38.0,13.6,1999.0,177.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012,62000,1,8.0,6.25,12.05,2179.0,120.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2011,36000,1,5.0,10.15,11.74,1796.0,186.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2014,80000,1,5.0,10.75,13.7,1798.0,157.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2012,137008,1,4.0,4.65,18.1,1991.0,147.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2010,61001,1,8.0,4.75,12.05,2179.0,120.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2015,52191,1,5.0,7.78,17.1,1591.0,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2016,77076,1,5.0,6.75,23.0,1396.0,90.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2008,56000,1,5.0,2.99,16.4,1497.0,78.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2013,21000,1,5.0,2.35,20.36,1197.0,78.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2013,89429,1,5.0,3.65,25.8,1498.0,98.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2012,45631,2,5.0,2.74,22.5,998.0,67.04,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2013,53959,1,5.0,3.5,19.4,1198.0,86.8,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2014,55804,1,5.0,4.76,17.0,1197.0,80.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2016,25899,1,5.0,6.2,15.04,1598.0,103.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2008,82000,2,5.0,2.35,18.7,1896.0,66.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2014,52000,1,5.0,24.5,13.0,2143.0,204.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2013,20000,1,5.0,6.0,13.24,1598.0,102.57,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2017,31829,1,5.0,3.65,21.1,814.0,55.2,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2016,18094,2,5.0,6.26,18.6,1197.0,85.8,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2015,11964,1,5.0,32.95,13.22,2967.0,241.4,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,22684,1,5.0,7.8,18.6,1197.0,81.83,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2014,43521,1,5.0,4.25,19.4,1198.0,86.8,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2014,49386,1,5.0,4.86,17.5,1298.0,85.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2017,12248,1,5.0,4.9,18.9,1197.0,81.86,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2014,67771,1,8.0,7.06,11.68,2498.0,112.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2015,60007,1,4.0,4.5,17.21,1798.0,189.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2011,48624,1,5.0,3.22,24.07,998.0,67.1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2014,30000,1,5.0,3.25,22.07,1199.0,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2016,81605,1,5.0,4.53,18.9,1197.0,82.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2017,32642,1,5.0,34.78,14.84,2143.0,170.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2014,34200,1,5.0,6.5,15.74,1591.0,121.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2010,72204,1,5.0,2.25,15.7,1172.0,67.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2011,156347,2,8.0,8.0,12.99,2494.0,100.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2017,47357,1,7.0,8.37,18.49,1493.0,100.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,61738,1,5.0,5.39,20.14,1498.0,88.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2018,32586,1,5.0,37.3,22.48,1995.0,190.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,40129,1,5.0,70.8,11.57,2987.0,254.79,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012,51000,1,5.0,22.25,11.74,2987.0,254.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,10393,1,5.0,6.03,18.9,1197.0,81.86,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2011,46000,1,5.0,4.9,13.7,1798.0,157.75,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2013,21000,1,5.0,3.96,16.95,1197.0,78.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011,113562,1,5.0,4.6,23.0,1396.0,90.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011,100010,2,8.0,5.5,12.05,2179.0,120.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2013,63107,1,5.0,3.25,19.4,1198.0,86.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2017,58500,1,5.0,6.25,18.6,1197.0,81.83,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2007,90000,4,7.0,3.0,10.9,2499.0,143.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2011,108242,1,5.0,4.25,16.8,1493.0,110.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011,146300,1,7.0,12.25,11.5,2982.0,171.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2011,62943,2,5.0,10.95,17.05,1995.0,184.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2013,65000,1,7.0,16.5,12.55,2982.0,168.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2018,1700,1,5.0,7.8,19.0,1199.0,88.76,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2013,34697,1,5.0,3.7,19.81,1086.0,68.05,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2012,58000,1,5.0,4.0,17.0,1197.0,80.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2015,32500,1,5.0,26.75,19.59,1995.0,187.74,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016,58661,1,5.0,28.03,15.17,1968.0,181.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2017,37124,1,5.0,5.44,20.4,1197.0,81.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2017,44000,1,5.0,6.2,21.4,1197.0,83.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2005,45200,1,5.0,0.9,13.2,1495.0,94.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2016,11000,1,5.0,3.95,18.5,1197.0,85.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2011,65000,2,4.0,0.44,26.0,624.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2012,55005,1,5.0,2.75,20.0,1399.0,68.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2011,81650,1,5.0,7.5,18.33,1968.0,167.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010,160000,2,5.0,2.5,19.0,1248.0,93.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2015,169000,1,7.0,5.0,14.95,2489.0,93.7,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2013,67263,1,5.0,3.6,18.9,998.0,67.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2012,44223,1,5.0,3.99,17.6,1496.0,88.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2015,36840,1,5.0,5.64,18.9,1197.0,82.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2014,160000,1,8.0,12.0,12.99,2494.0,100.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2008,133000,1,5.0,0.7,16.8,1405.0,62.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2015,69123,1,5.0,19.0,18.88,1995.0,184.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017,38000,1,7.0,30.48,10.91,3198.0,197.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2017,5500,1,5.0,8.2,21.56,1462.0,103.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2015,1001,1,5.0,7.55,25.83,1498.0,99.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2007,59000,3,5.0,0.99,15.26,1150.0,74.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2011,78256,1,5.0,4.15,16.8,1497.0,118.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2016,90000,1,5.0,6.2,16.95,1498.0,97.6,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2016,18000,1,5.0,4.4,19.1,1197.0,85.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2012,60000,1,5.0,2.1,20.0,1399.0,68.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2011,130000,1,5.0,2.2,20.3,1248.0,75.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018,32851,1,5.0,8.34,18.6,1197.0,81.86,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2014,32000,1,5.0,4.35,23.4,1248.0,74.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2014,62700,1,5.0,6.8,22.7,1498.0,89.84,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2010,71000,1,5.0,3.3,19.3,1248.0,73.9,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2016,19947,1,5.0,5.04,18.9,1197.0,82.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2012,91000,1,7.0,9.2,11.4,2953.0,153.86,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2014,74000,1,5.0,5.7,22.07,1199.0,73.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2018,55594,1,7.0,8.48,18.49,1493.0,100.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2013,58000,1,4.0,48.0,11.2,2993.0,306.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012,110224,1,5.0,6.1,19.01,1461.0,108.45,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2010,21002,1,5.0,2.75,22.5,998.0,67.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017,121000,1,7.0,8.0,24.52,1248.0,88.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2010,73513,1,5.0,1.85,19.7,796.0,46.3,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2015,34000,1,5.0,3.85,20.51,998.0,67.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2017,28371,1,7.0,4.74,15.1,1196.0,73.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2013,74755,1,5.0,5.63,19.6,1461.0,108.45,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011,25805,1,5.0,2.62,18.2,1061.0,64.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2015,82603,1,5.0,4.9,13.06,1598.0,102.53,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2006,110000,1,5.0,2.65,13.5,1799.0,130.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2012,88000,1,7.0,5.99,16.0,2179.0,140.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2011,110000,2,5.0,2.4,21.0,1461.0,64.1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2017,15000,1,5.0,4.25,21.7,999.0,67.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2013,70000,1,5.0,40.0,15.15,2967.0,240.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2008,150000,2,5.0,2.7,28.4,1248.0,74.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2016,19000,1,5.0,2.99,20.63,1198.0,67.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2011,37442,1,5.0,3.4,18.5,1197.0,80.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2016,63111,2,5.0,30.8,18.12,1995.0,190.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012,88000,1,7.0,5.85,20.77,1248.0,88.8,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2014,42355,1,5.0,4.0,18.9,1197.0,82.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2011,75871,1,5.0,14.12,9.43,2996.0,254.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2011,65000,1,5.0,4.55,17.9,1998.0,163.7,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2015,69000,1,5.0,38.0,0.0,2987.0,165.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2011,79232,1,5.0,2.9,21.1,1248.0,73.9,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2007,220000,2,5.0,6.0,11.74,1796.0,186.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2016,28470,1,5.0,6.95,18.6,1197.0,81.83,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2014,9759,1,5.0,2.75,20.3,998.0,68.05,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2014,75216,1,5.0,5.1,22.9,1248.0,74.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2017,8000,1,5.0,6.75,18.6,1197.0,81.83,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2014,59451,1,5.0,3.69,18.5,1197.0,85.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2013,53996,1,5.0,5.45,22.9,1248.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2018,15135,1,5.0,9.29,17.5,1199.0,88.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2015,53000,2,5.0,4.0,16.9,1197.0,81.86,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2013,40000,1,5.0,2.9,18.0,1198.0,86.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2013,21107,1,5.0,5.25,17.1,1591.0,121.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2014,56000,1,5.0,5.75,16.8,1497.0,116.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2017,19623,1,5.0,13.12,15.29,1591.0,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
